tcID,ArtID,AName,Quote
2152,105,N79," 1. Galería de ladrones de la Capital (1887) es un texto de carácter institucional publicado por la Imprenta del Departamento de Policía de la ciudad de Buenos Aires, reciente Capital Federal de la Argentina. El libro aparecía firmado por ""José Sixto Alvarez"", comisario de pesquisas, y estaba destinado a un objetivo institucional muy concreto: fijar, por medio de la fotografía y la palabra, la identidad de doscientos ladrones, con el fin de que pudieran ser reconocidos en la calle por todos los agentes policiales. Griegos, españoles, italianos, franceses, austríacos, argentinos, brasileros, orientales y alemanes prusianos; impresores, zapateros, escultores, cigarreros, estibadores, tipógrafos, marineros, mozos de café y ex-vigilantes: la Galería los disponía en una foto y un texto ordenado en secciones: número, nombres y ""alias"" (que a veces llegan a seis o siete para un mismo individuo), descripción física, tatuajes, alfabetización, nacionalidad, ocupación, entradas en la comisaría, costumbres y grado de peligrosidad."
2151,105,N63," Ambos textos, producidos en las décadas finales del siglo XIX, coinciden con un momento histórico de consolidación del Estado argentino, con el surgimiento de nuevos sectores sociales y la promoción de formas nuevas de ascenso y exclusión. Las dos obras ponen en escena la identificación de personas como modo de incluir lo heterogéneo y difuso en un cuerpo mayor: el de la identidad nacional. El Estado aparece allí como resultado de una lucha por la definición de la asociación legítima, frente a otros grupos o asociaciones, y se presenta como cierta disposición espacial y social que separa (lo controlable/lo peligroso) y une (a todos los habitantes bajo la ley). Como consecuencia, el Estado se afirma allí como entidad que monopoliza la administración de identidades."
2150,105,N39,"Parte del trabajo crítico y teórico de los últimos años propone la reflexión sobre el problema de las ""identidades subjetivas y nacionales"" y el modo en que éstas se articulan en la comunidad representada por el Estado, con su distribución de los espacios sociales, políticos y culturales. En este marco, presentamos dos textos de José S. Alvarez -Galería de ladrones de la Capital (1887) y Memorias de un vigilante (1897)- donde se muestran formas específicas de representación de los delincuentes y de los agentes del orden estatal. Se trata de prácticas de distribución de espacios e identidades en el proceso argentino de organización nacional, ya que estos textos realizan la operación semiótica de presentar 'casos' y organizar diversas cuadrículas destinadas a definir y fijar cierto tipo de identidades."
2208,106,N37,"José S. Álvarez (1858-1903) nació en Gualeguaychú, provincia de Entre Ríos. En Buenos Aires trabajó desde 1879 como periodista en diversos diarios -El Nacional, La Pampa, La Nación, La Mañana de La Plata, La República, Sud América, La Patria Argentina- donde publicó diálogos costumbristas, crónicas parlamentarias y policiales. En 1884 fundó, con Eduardo Sojo, el periódico Don Quijote. Fue policía desde 1886. En 1898 fundó el semanario Caras y Caretas junto a Eustaquio Pellicer y Manuel Mayol. En sus publicaciones usó varios seudónimos: Fray Mocho, Fabio Carrizo, Nemesio Machuca. "
2211,107,N50,"El concepto circulaba en la Argentina de fines de siglo XIX : Luis María Drago escribía en 1888: ""la represión debe proporcionarse así al peligro que entraña el delincuente, y el ladrón sigiloso de un pañuelo merecer, en este concepto, una pena mayor que Jean Valjean, no obstante la efracción"" (en: Luis María Drago. Los hombres de presa (1888). Buenos Aires, La Cultura Argentina, 1921 (2da.edición)) La traducción italiana llevaba por título ""I criminati nati"" y fue publicada en 1889 con introducción de César Lombroso. Luis María Drago, autor de la conocida ""Doctrina Drago"" sobre Derecho Internacional, fue ministro durante la segunda presidencia de Roca."
2210,107,N37," La noción de ""peligrosidad"" (""temeritá""), introducida por Garófalo en 1880 como ""perversidad constante y activa"", enseña que la pena no debe ser proporcional al daño ocasionado sino a la peligrosidad del sujeto. La historia de este concepto puede encontrarse en: Luis Jiménez de Asúa, ""El concepto moderno de derecho penal y las garantías de los derechos individuales"", en: Revista Penal Argentina , tomo IV, Buenos Aires, enero-junio 1924, Facultad de Derecho y Ciencias Sociales, UBA."
2145,58,N82,Cadáveres y destinos
2146,58,N435,Invisibilidad y sospecha
2147,58,N686,Taxonomías y capturas
2148,58,N807,Obras citadas
2149,58,,
2194,105,N859," La Galería de Ladrones Conocidos y las Memorias de un Vigilante muestran, por un lado, algunas de las formas en que la racionalidad política administra la cuestión de las identidades: control y reclusión (o exclusión) en un espacio concreto del Estado, y afirmación de bases para la asociación legítima. Por otro lado, lo que queda fuera del orden estatal es recuperado para una narrativa que irá conformando los estereotipos de ""lo porteño"" para una narrativa urbana y nacional. (ver Salessi 1994) Procedimientos de escritura que ""tratan"" los aspectos conflictivos de los social mediante el encuadre jurídico y la incorporación cultural. La apropiación del mundo lunfardo como anecdotario, la elaboración literaria de tipos urbanos, constituye uno de los mecanismos de recuperación de elementos simbólicos extraños, para una cultura que -allí mismo donde quiere distinguir, separar, identificar- exhibe sus propios conflictos."
2195,105,N37,Introducción
2196,105,N73,Los textos de José S. Alvarez
2197,105,N155,Algunos puntos de partida teóricos
2198,105,N187,Algunos puntos de partida históricos desde 1880
2199,105,N258,Asociaciones peligrosas
2200,105,N370,"Ver, observar, identificar"
2201,105,N417,"Historia individual, historia del Estado"
2202,105,N498,"Identidades, nombres y escritura"
2203,105,N663,"Identidad estatal, visibilidad y escritura"
2204,105,N709,"Inversiones: tatuajes, lenguajes, saberes y sentido del tiempo"
2205,105,N794,Otras inversiones: la narración del delito
2206,105,N875,Bibliografía
2207,105,,
2209,106,,
2212,107,,
2213,108,N37,"Luis María Drago, en Los Hombres de Presa (1888) propone el ""tratamiento correctivo"" para los criminales fortuitos o de ocasión, la ""eliminación parcial"" (reclusión) para los criminales de profesión, y la ""eliminación absoluta o perpetua"" para los criminales incorregibles. Esa última variante aconsejaba la pena capital, porque ""sólo la muerte del delincuente puede garantizar eficazmente a la sociedad contra los ataques de los locos morales y los criminales natos""."
2214,108,N52,"La pena de muerte tuvo vigencia legal en la Argentina desde la sanción del primer Código Penal (1886) hasta su supresión en 1917. La historia posterior requeriría un apartado especial por las sucesivas propuestas, puestas en práctica y discusiones sobre la medida."
2215,108,N57,"Leopoldo Lugones (hijo), años más tarde propone para los jóvenes delincuentes, que ""no se transforman sino raras veces"", ""batallones disciplinarios situados en la frontera"" (Leopoldo Lugones (hijo)). "
2216,108,N71,"En 1899, Miguel Cané presentó al Senado una propuesta para disponer la expulsión de los extranjeros que perturbasen el orden público. El proyecto fue impulsado por Roca y en 1902 se transformó en Ley de Residencia. Al sancionarse mas tarde la Ley de Defensa Social, ésta fue evaluada por el Jefe de la Policía Federal, Ramón Falcón, como complemento de la anterior para ""depurar"" el organismo social. (El texto de Ramón Falcón es citado en Salessi 1995)."
2217,108,,
2218,109,N39,"En ""El arsenal del caricaturista"", el historiador y crítico del arte Ernst Gombrich observa una suerte de displicencia a la que estaría sujeto el estudio de la caricatura: el historiador profesional del arte, afirma, ...está muy contento de dejar esas imágenes, desconcertantes y a menudo feas, al historiador, que quizá sepa descifrar sus alusiones recónditas a sucesos y cuestiones hace mucho olvidadas. Pero los historiadores profesionales, a su vez, piensan que tienen documentos más importantes y más significativos que estudiar en los papeles oficiales y discursos de una época, y suelen dejar las viejas caricaturas a los compiladores de historias populares ilustradas... (Gombrich 1998: 127) Algo de esta facilidad difícilmente asible, de este desciframiento inútil -puesto que el objeto a descifrar se postula insignificante- se advierte en los primeros intentos de abordajes de este problema en el Río de la Plata."
2219,109,N56," Ricardo Rojas, sagaz esta vez como tantas otras, dedica un lugar destacado a las ""empresas editoriales"" en el último tomo de su Historia de la literatura argentina: ""No hay poeta ni prosista de los estudiados en este volumen que no haya pasado por nuestros periódicos,"" (Rojas 1948: 573) subraya. La afirmación podría extenderse más allá del concepto de autoría. A lo largo de todo el siglo XIX, los periódicos satíricos, jocosos, joco-serios y/o burlescos -que tomaron por objeto y convirtieron en personaje a muchos nombres propios de la política y el arte en la Argentina- organizaron un circuito en paralelo y contrapunto con el de los grandes diarios. Surgieron, fugaces y explosivos, estrechamente vinculados a la intervención en la coyuntura política y articulados a partir del discurso polémico. Desde allí desplegaron una enorme diversidad de materias y discursos."
2220,109,N80,"Si Rojas no hace una referencia especial a los periódicos satíricos, es notable que esta referencia sí aparezca, sesgada, en el primero de los volúmenes de la historia; en el que propone la ficción de los gauchescos. Allí parece dominar, si no el oxímoron, al menos la lítote: se trata de ""El periodismo gauchesco."" Donde el crítico busca un origen de la sociabilidad plebeya, en las ""hojas periódicas en lenguaje popular,"" salta el nombre de Francisco de Paula Castañeda: ""este hombre de temperamento inofensivo, como cuadraba a su ordenación franciscana -señala Rojas- era, sin embargo un imaginativo inculto y neurótico"" que ""contribuyó a encadenar las más bajas pasiones federales en tiempos de Dorrego."" (Rojas 1948: 385) "
2221,109,N114," Encadenar bajas pasiones: la prensa parecía destinada a intervenciones sociales más elevadas. Y aunque la escritura satírica a menudo tiene, se sabe, un móvil reformista, moral o didáctico, cuando un periódico se proclama satírico, jocoso o burlesco, aquel carácter resulta desplazado, y su programa se presenta como gratuito: se ocupará, por definición, de producir versiones ulteriores y laterales, de añadirse al mundo como objeto innecesario y, desde una mirada sesgada, de registrar incomodidades y de incomodar."
